,dog_stage,name,rating_denominator,rating_numerator,text,timestamp,tweet_id,jpg_url,dog_type,confidence_list,retweet_count,favorite_count,retweeted,rating
12,doggo,None,10.0,13.0,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,2017-02-23 01:22:14,834574053763584002,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,golden_retriever,0.226564,2507,13577,False,13.0
13,doggo,Rhino,10.0,13.0,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",2017-02-18 17:00:10,832998151111966721,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,boxer,0.539036,2187,13198,False,13.0
14,doggo,Smiley,10.0,14.0,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,2017-02-16 17:00:25,832273440279240704,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,Pembroke,0.134081,2326,11320,False,14.0
15,doggo,Miguel,10.0,12.0,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",2017-02-16 01:04:13,832032802820481025,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,whippet,0.601712,4629,17798,False,12.0
16,doggo,Emanuel,10.0,12.0,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,2017-02-15 18:54:34,831939777352105988,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,Pomeranian,0.153862,6096,23894,False,12.0
17,doggo,Pete,10.0,12.0,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,2017-02-14 02:02:51,831322785565769729,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,Old_English_sheepdog,0.999715,1541,9255,False,12.0
18,doggo,Loki,10.0,12.0,RT @dog_rates: This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,2017-02-10 02:25:42,829878982036299777,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,golden_retriever,0.6173890000000001,4979,0,False,12.0
19,doggo,None,10.0,11.0,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,2017-02-08 22:00:52,829449946868879360,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,Labrador_retriever,0.315163,2008,10454,False,11.0
20,doggo,Doobert,10.0,14.0,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,2017-02-05 23:15:47,828381636999917570,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,Bedlington_terrier,0.392535,2209,12568,False,14.0
21,doggo,Cupid,10.0,13.0,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,2017-02-01 17:44:55,826848821049180160,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,Great_Pyrenees,0.858764,10123,36325,False,13.0
22,doggo,Pilot,10.0,12.0,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,2017-01-31 17:06:32,826476773533745153,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,German_shepherd,0.7418600000000001,4182,18410,False,12.0
23,doggo,None,10.0,13.0,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",2017-01-30 23:05:46,826204788643753985,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,Labrador_retriever,0.782058,922,4885,False,13.0
24,doggo,Duchess,10.0,13.0,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,2017-01-18 17:07:18,821765923262631936,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,golden_retriever,0.980071,1663,8442,False,13.0
25,doggo,Sundance,10.0,14.0,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,2017-01-17 17:21:47,821407182352777218,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,Irish_setter,0.5054960000000001,4344,11809,False,14.0
26,doggo,None,10.0,11.0,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,2017-01-16 21:32:06,821107785811234820,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,Pomeranian,0.85659,2136,9643,False,11.0
27,doggo,Bo,10.0,14.0,RT @dog_rates: This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,2017-01-11 02:57:27,819015337530290176,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,standard_poodle,0.351308,37026,0,False,14.0
28,doggo,Dido,10.0,13.0,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",2017-01-07 16:59:28,817777686764523521,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,curly-coated_retriever,0.733256,2704,10816,False,13.0
29,doggo,Chubbs,10.0,11.0,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,2016-12-28 00:52:25,813910438903693312,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,Siberian_husky,0.6993550000000001,1875,9367,False,11.0
30,doggo,None,10.0,11.0,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,2016-12-26 02:00:11,813202720496779264,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,cocker_spaniel,0.701852,1830,9316,False,11.0
31,doggo,None,10.0,11.0,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,2016-12-25 21:00:18,813127251579564032,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,Norwegian_elkhound,0.432416,3162,11940,False,11.0
32,doggo,Rocky,10.0,11.0,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,2016-12-25 19:00:02,813096984823349248,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,Great_Dane,0.128056,3655,10663,False,11.0
33,doggo,None,10.0,12.0,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,2016-12-12 00:29:28,808106460588765185,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,golden_retriever,0.426183,2229,8890,False,12.0
34,doggo,None,10.0,11.0,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",2016-11-25 21:37:47,802265048156610565,https://pbs.twimg.com/media/CyI3zXgWEAACQfB.jpg,Labrador_retriever,0.8971620000000001,1387,6839,False,11.0
35,doggo,Bones,10.0,12.0,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,2016-11-22 17:28:25,801115127852503040,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,dalmatian,0.823356,2120,8168,False,12.0
36,doggo,Sobe,10.0,13.0,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,2016-11-18 23:35:32,799757965289017345,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,Border_collie,0.442534,2189,8495,False,13.0
37,doggo,None,10.0,12.0,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,2016-11-09 22:49:15,796484825502875648,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,cocker_spaniel,0.116924,1779,7658,False,12.0
38,doggo,None,10.0,13.0,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,2016-11-07 03:14:10,795464331001561088,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,golden_retriever,0.193082,23860,50077,False,13.0
39,doggo,Rizzo,10.0,13.0,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,2016-10-13 00:29:39,786363235746385920,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,golden_retriever,0.929266,3528,10981,False,13.0
40,doggo,Deacon,10.0,11.0,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,2016-10-03 01:00:34,782747134529531904,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,golden_retriever,0.560699,1417,7517,False,11.0
41,doggo,Sampson,10.0,12.0,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,2016-10-01 19:47:08,782305867769217024,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,briard,0.5044270000000001,5602,16753,False,12.0
42,doggo,None,10.0,12.0,"RT @dog_rates: Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda",2016-09-14 03:27:11,775898661951791106,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,golden_retriever,0.945523,16540,0,False,12.0
43,doggo,Finley,10.0,11.0,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,2016-09-12 16:05:54,775364825476165632,https://pbs.twimg.com/media/CsKmMB2WAAAXcAy.jpg,beagle,0.571229,2973,7421,False,11.0
44,doggo,just,10.0,12.0,RT @dog_rates: This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,2016-08-29 03:00:36,770093767776997377,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,golden_retriever,0.843799,3049,0,False,12.0
45,doggo,Wishes,10.0,11.0,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/H9YgrUkYwa,2016-08-03 17:43:45,760893934457552897,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,Blenheim_spaniel,0.113992,970,3810,False,11.0
46,doggo,Maggie,10.0,12.0,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll",2016-07-31 16:50:42,759793422261743616,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,golden_retriever,0.985876,1896,5932,False,12.0
47,doggo,None,10.0,13.0,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af https://t.co/9T2h14yn4Q,2016-07-29 00:57:05,758828659922702336,https://pbs.twimg.com/media/Cofmom_VUAA4dRO.jpg,Chesapeake_Bay_retriever,0.480048,3818,11183,False,13.0
48,doggo,None,10.0,10.0,Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him https://t.co/OfvRoD6ndV,2016-07-25 01:52:43,757393109802180609,https://pbs.twimg.com/media/CoLNAq6WAAAkmdJ.jpg,Labrador_retriever,0.787125,1723,5788,False,10.0
49,doggo,None,10.0,10.0,Nothing better than a doggo and a sunset. 10/10 majestic af https://t.co/xVSodF19PS,2016-07-12 01:52:49,752682090207055872,https://pbs.twimg.com/media/CnIQXdYWgAAnsZZ.jpg,German_shepherd,0.299966,1580,5974,False,10.0
50,doggo,None,10.0,10.0,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 https://t.co/bWSgqnwSHr",2016-07-12 00:27:52,752660715232722944,https://pbs.twimg.com/media/CnH87L6XYAAF7I_.jpg,English_setter,0.0505118,1544,4360,False,10.0
51,doggo,None,10.0,8.0,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE,2016-07-11 02:51:40,752334515931054080,https://pbs.twimg.com/ext_tw_video_thumb/752334354492362752/pu/img/uWISPc0YRmhUi9Ju.jpg,Bedlington_terrier,0.399163,1084,3788,False,8.0
52,doggo,None,10.0,5.0,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8,2016-07-09 01:08:47,751583847268179968,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,dalmatian,0.8683040000000001,1090,4364,False,5.0
53,doggo,Piper,10.0,11.0,Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 https://t.co/D17IAcetmM,2016-07-04 17:00:26,750011400160841729,https://pbs.twimg.com/media/CmfmvGUWgAAuVKD.jpg,Boston_bull,0.0871498,899,3229,False,11.0
54,doggo,Divine,10.0,13.0,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb,2016-07-01 17:33:49,748932637671223296,https://pbs.twimg.com/media/CmS-QkQWAAAkUa-.jpg,borzoi,0.742912,2222,5763,False,13.0
55,doggo,Lenox,10.0,10.0,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR,2016-06-22 01:50:58,745433870967832576,https://pbs.twimg.com/media/ClhQJUUWAAEVpBX.jpg,basset,1.44895e-05,2506,7005,False,10.0
56,doggo,None,10.0,13.0,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4,2016-06-18 18:26:18,744234799360020481,https://pbs.twimg.com/ext_tw_video_thumb/744234667679821824/pu/img/1GaWmtJtdqzZV7jy.jpg,Labrador_retriever,0.825333,76741,154532,False,13.0
57,doggo,None,10.0,13.0,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC,2016-06-04 23:31:25,739238157791694849,https://pbs.twimg.com/ext_tw_video_thumb/739238016737267712/pu/img/-tLpyiuIzD5zR1et.jpg,Eskimo_dog,0.503372,57018,114266,False,13.0
58,doggo,Kellogg,10.0,8.0,This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo https://t.co/MRYv7nDPyS,2016-05-24 23:47:49,735256018284875776,https://pbs.twimg.com/media/CjQnclkVEAA4pnK.jpg,Staffordshire_bullterrier,0.523191,863,3276,False,8.0
59,doggo,Kyle,10.0,11.0,This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly https://t.co/aA2GiTGvlE,2016-05-17 01:00:32,732375214819057664,https://pbs.twimg.com/media/CinrX2EWkAABDYt.jpg,basset,0.000547053,2469,7951,False,11.0
60,doggo,None,10.0,13.0,Here's a doggo struggling to cope with the winds. 13/10 https://t.co/qv3aUwaouT,2016-05-03 23:42:26,727644517743104000,https://pbs.twimg.com/media/Chkc1BQUoAAa96R.jpg,Great_Pyrenees,0.457164,1712,5768,False,13.0
61,doggo,None,10.0,11.0,Nothin better than a doggo and a sunset. 11/10 https://t.co/JlFqOhrHEs,2016-04-26 01:26:53,724771698126512129,https://pbs.twimg.com/media/Cg7n_-OU8AA5RR1.jpg,German_short-haired_pointer,0.835491,624,2307,False,11.0
62,doggo,None,10.0,10.0,This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 https://t.co/mvnBGaWULV,2016-04-12 20:50:42,719991154352222208,https://pbs.twimg.com/media/Cf3sH62VAAA-LiP.jpg,golden_retriever,0.605304,1706,4754,False,10.0
63,doggo,None,10.0,11.0,Here's a super majestic doggo and a sunset 11/10 https://t.co/UACnoyi8zu,2016-04-02 01:52:38,716080869887381504,https://pbs.twimg.com/media/CfAHv83UMAIEQYx.jpg,golden_retriever,0.638625,1860,6651,False,11.0
64,puppo,None,10.0,13.0,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,2017-07-25 01:55:32,889665388333682689,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,8995,44631,False,13.0
65,puppo,Stuart,10.0,13.0,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,2017-07-24 17:02:04,889531135344209921,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,2031,14078,False,13.0
66,puppo,Snoopy,10.0,13.0,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,2017-06-25 00:45:22,878776093423087618,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,3696,18037,False,13.0
67,puppo,Sebastian,10.0,13.0,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",2017-06-11 21:18:31,874012996292530176,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,9287,31979,False,13.0
68,puppo,Shikha,10.0,12.0,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,2017-05-24 16:44:18,867421006826221569,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo_dog,0.6164569999999999,2294,15169,False,12.0
69,puppo,None,10.0,13.0,Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is Zoey and she's 13/10 https://t.co/BArWupFAn0,2017-05-03 03:17:27,859607811541651456,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,golden_retriever,0.8955290000000001,1467,17779,False,13.0
70,puppo,None,10.0,14.0,Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvingly https://t.co/6ao80wIpV1,2017-01-29 02:44:34,825535076884762624,https://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg,Rottweiler,0.681495,17558,56910,False,14.0
71,puppo,Pablo,10.0,12.0,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc",2017-01-27 17:04:02,825026590719483904,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,Eskimo_dog,0.524454,1253,6310,False,12.0
72,puppo,None,10.0,13.0,Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc,2017-01-21 18:26:02,822872901745569793,https://pbs.twimg.com/media/C2tugXLXgAArJO4.jpg,Lakeland_terrier,0.196015,43237,131795,False,13.0
73,puppo,Oliver,10.0,13.0,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb",2017-01-13 17:00:21,819952236453363712,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,American_Staffordshire_terrier,0.925505,1178,5351,False,13.0
74,puppo,Betty,10.0,12.0,RT @dog_rates: This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,2017-01-05 02:09:53,816829038950027264,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,golden_retriever,0.245773,4739,0,False,12.0
75,puppo,Diogi,10.0,12.0,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt,2016-11-30 01:31:12,803773340896923648,https://pbs.twimg.com/media/CyeTku-XcAALkBd.jpg,miniature_pinscher,0.817066,2766,10165,False,12.0
76,puppo,Loki,10.0,12.0,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87,2016-11-25 19:55:35,802239329049477120,https://pbs.twimg.com/media/CyIgaTEVEAA-9zS.jpg,Eskimo_dog,0.482498,2649,9180,False,12.0
77,puppo,Lily,10.0,12.0,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,2016-10-31 21:00:23,793195938047070209,https://pbs.twimg.com/media/CwH_foYWgAEvTyI.jpg,Labrador_retriever,0.654762,5686,15435,False,12.0
78,puppo,Tonks,10.0,13.0,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,2016-10-16 18:11:26,787717603741622272,https://pbs.twimg.com/media/Cu6I9vvWIAAZG0a.jpg,German_shepherd,0.992339,2798,10355,False,13.0
79,puppo,None,10.0,10.0,When ur older siblings get to play in the deep end but dad says ur not old enough. Maybe one day puppo. All 10/10 https://t.co/JrDAzMhwG9,2016-07-21 23:53:04,756275833623502848,https://pbs.twimg.com/media/Cn7U2xlW8AI9Pqp.jpg,Airedale,0.602957,1517,6379,False,10.0
80,puppo,None,10.0,11.0,Hopefully this puppo on a swing will help get you through your Monday. 11/10 would push https://t.co/G54yClasz2,2016-07-11 15:07:30,752519690950500352,https://pbs.twimg.com/media/CnF8qVDWYAAh0g1.jpg,Labrador_retriever,1.00288e-05,3414,7319,False,11.0
81,puppo,Cooper,10.0,10.0,This is Cooper. He's just so damn happy. 10/10 what's your secret puppo? https://t.co/yToDwVXEpA,2016-07-07 19:16:47,751132876104687617,https://pbs.twimg.com/media/CmyPXNOW8AEtaJ-.jpg,Labrador_retriever,0.92939,1292,5034,False,10.0
82,puppo,Abby,10.0,9.0,This is Abby. She got her face stuck in a glass. Churlish af. 9/10 rookie move puppo https://t.co/2FPb45NXrK,2016-06-20 20:49:19,744995568523612160,https://pbs.twimg.com/media/ClbBg4WWEAMjwJu.jpg,Old_English_sheepdog,0.4274810000000001,608,2941,False,9.0
83,puppo,Kilo,10.0,10.0,"This is Kilo. He cannot reach the snackum. Nifty tongue, but not nifty enough. 10/10 maybe one day puppo https://t.co/gSmp31Zrsx",2016-06-16 01:25:36,743253157753532416,https://pbs.twimg.com/media/ClCQzFUUYAA5vAu.jpg,malamute,0.442612,1208,4176,False,10.0
84,puppo,Bayley,10.0,11.0,This is Bayley. She fell asleep trying to escape her evil fence enclosure. 11/10 night night puppo https://t.co/AxSiqAKEKu,2016-06-03 01:07:16,738537504001953792,https://pbs.twimg.com/media/Cj_P7rSUgAAYQbz.jpg,chow,0.808737,1507,5016,False,11.0
85,pupper,Roscoe,10.0,12.0,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,2017-07-15 23:25:31,886366144734445568,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,2853,19632,False,12.0
86,pupper,Gus,10.0,12.0,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,2017-07-06 00:46:41,882762694511734784,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,4400,26271,False,12.0
